permit_id,application_date,province,mining_type,mineral_type,company_size,project_area,estimated_duration,distance_to_water,distance_to_protected_area,distance_to_indigenous_land,expected_employment,environmental_assessment_score,public_comments_received,public_opposition_percentage,company_compliance_history,previous_permits,approval_time_months,approval_confidence,approval_probability,decision_date
NRCAN-A1746,2021-09-26,British Columbia,Open-pit,"Cu,Ma,Ag",Major,1293.75,7,22.86,52.51,115.54,133,5.42,52,61.53,1.05,0,23.2,Low,0.45,2023-08-23
NRCAN-A1723,2025-04-14,British Columbia,Underground,"Cu,Au,Zn",Large,559.31,25,17.26,74.45,2.13,56,6.97,255,62.9,9.57,1,21.4,Low,0.45,2027-01-16
NRCAN-A1724,2025-01-08,British Columbia,Underground,"Au,Ag,Pb",Medium,1858.04,27,18.08,30.36,116.71,263,3.44,537,80.74,5.97,3,29.4,Low,0.35,2027-06-09
NRCAN-A1725,2022-04-26,British Columbia,Open-pit,"Ma,Fe",Medium,1850.96,16,22.64,19.71,139.26,276,3.53,273,58.39,4.82,14,27.1,Low,0.4,2024-07-17
NRCAN-A1726,2023-12-07,British Columbia,Open-pit,"Ma,Fe",Large,4038.26,15,21.08,85.46,37.0,388,5.72,163,78.63,4.88,12,18.3,Medium,0.55,2025-06-08
NRCAN-A1727,2023-12-24,British Columbia,Open-pit,"Ma,Fe,Cu",Medium,4006.78,18,33.59,91.1,23.26,304,9.24,221,43.42,4.28,16,18.8,High,0.8,2025-07-10
NRCAN-A1728,2025-01-29,British Columbia,Underground,"Cu,Ag,Au",Small,3985.65,3,17.06,83.11,33.59,384,6.67,436,57.67,4.9,17,17.1,Medium,0.55,2026-06-26
NRCAN-A1729,2023-11-25,British Columbia,Underground,"Zn,Ag,Au",Large,2839.51,14,33.18,73.74,94.18,286,5.53,195,66.19,6.6,19,21.6,Medium,0.55,2025-09-03
NRCAN-A173,2021-03-16,British Columbia,Underground,"Cu,Ag,Pt",Medium,1636.14,1,27.38,32.17,86.85,128,4.22,338,90.19,6.11,8,19.5,Medium,0.5,2022-10-22
NRCAN-A1730,2023-10-09,British Columbia,Open-pit,"Zn,Ag,Cu",Major,2060.71,7,2.52,50.54,93.2,214,7.08,61,3.48,8.6,4,12.4,High,0.85,2024-10-15
NRCAN-A1731,2022-06-08,British Columbia,Open-pit,Cl,Medium,1595.54,2,45.99,91.57,1.16,172,7.86,196,10.89,7.17,3,18.4,Medium,0.7,2023-12-12
NRCAN-A1732,2023-04-07,British Columbia,Open-pit,"Ma,Fe,Cu",Major,2913.82,10,8.98,13.49,23.55,241,4.83,961,69.06,8.47,13,16.0,Medium,0.65,2024-07-30
NRCAN-A1733,2024-10-25,British Columbia,Open-pit,"Cu,Ag",Medium,4690.52,24,22.63,49.49,36.49,323,5.07,137,34.44,9.27,16,11.6,High,0.8,2025-10-08
NRCAN-A1734,2024-08-07,British Columbia,Underground,"Pl,Ai,Si",Small,1429.64,25,47.39,35.55,104.56,114,4.47,953,67.77,8.03,14,20.6,Medium,0.6,2026-04-17
NRCAN-A1735,2023-01-14,British Columbia,Underground,"Cu,Mo,Ag",Large,2299.67,16,12.44,67.75,91.31,199,3.3,816,22.77,4.79,15,24.9,Medium,0.5,2025-01-30
NRCAN-A1736,2025-10-12,British Columbia,Underground,Cl,Large,3279.03,12,1.21,63.41,93.59,271,2.29,106,62.83,6.14,2,25.6,Low,0.35,2027-11-19
NRCAN-A1737,2023-05-18,British Columbia,Underground,"Ls,Mb,Bs",Large,4225.03,27,24.55,56.01,85.61,275,7.05,694,47.81,8.77,12,13.6,High,0.9,2024-06-29
NRCAN-A1738,2022-12-19,British Columbia,Open-pit,"Pl,Ai,Si",Medium,1274.14,18,11.27,27.96,111.68,107,2.87,42,12.29,9.45,8,22.1,Medium,0.6,2024-10-12
NRCAN-A1739,2021-04-15,British Columbia,Open-pit,"Cu,Zn,Cd",Small,1408.65,6,29.14,15.96,141.25,118,7.32,74,92.94,6.92,1,17.6,Medium,0.55,2022-09-25
NRCAN-A174,2023-06-15,British Columbia,Open-pit,"Au,Ag,Cu",Large,4426.98,27,40.87,78.43,101.03,268,1.0,50,79.22,10.0,15,24.8,Low,0.5,2025-06-28
NRCAN-A1740,2025-08-23,British Columbia,Underground,"Ma,Fe,Su",Small,410.49,17,25.61,99.17,111.74,115,6.85,661,78.11,5.66,0,20.8,Low,0.45,2027-05-09
NRCAN-A1741,2020-07-07,British Columbia,Underground,"Fe,Ma",Medium,3031.18,8,32.29,16.91,91.23,201,4.65,810,69.69,7.32,7,19.0,Medium,0.65,2022-01-28
NRCAN-A1742,2023-04-08,British Columbia,Open-pit,"Bs,Ds",Large,4303.67,21,33.34,7.58,119.65,361,6.16,775,2.13,3.73,3,24.6,Low,0.45,2025-04-15
NRCAN-A1743,2024-08-08,British Columbia,Open-pit,"Cu,Au,Ag",Small,4609.5,9,41.04,74.57,141.45,304,4.98,893,50.46,6.84,1,18.2,Low,0.5,2026-02-05
NRCAN-A1744,2024-04-19,British Columbia,Open-pit,Ls,Small,73.31,19,34.43,34.39,90.77,192,4.59,2,75.1,8.0,14,17.5,Medium,0.6,2025-09-26
NRCAN-A1745,2021-08-01,British Columbia,Open-pit,"Cu,Ag",Small,1854.63,2,48.81,21.3,27.15,114,3.25,680,21.67,9.19,4,16.8,Medium,0.55,2022-12-18
NRCAN-A1747,2021-11-17,British Columbia,Open-pit,"Au,Ag,Pb",Medium,2844.48,11,2.61,67.52,97.62,292,8.55,423,92.95,3.62,16,14.9,Medium,0.65,2023-02-07
NRCAN-A1773,2025-10-20,British Columbia,Open-pit,"Cu,Ag,Au",Medium,3681.79,9,48.63,15.92,130.74,208,3.18,921,7.1,3.47,5,21.3,Low,0.5,2027-07-21
NRCAN-A1774,2025-01-11,British Columbia,Open-pit,"Au,Ag,Sb",Large,1635.05,25,46.83,35.39,48.24,236,6.06,125,23.45,6.63,14,14.2,Medium,0.7,2026-03-13
NRCAN-A1775,2023-06-25,British Columbia,Open-pit,"Au,Ag,Cu",Major,980.76,19,43.23,85.14,1.28,215,7.36,347,71.95,7.53,11,19.9,Medium,0.65,2025-02-11
NRCAN-A1802,2021-04-04,British Columbia,Open-pit,"Au,Cu,Mo",Medium,818.17,26,47.68,91.79,97.03,161,4.96,909,19.53,5.39,0,12.2,Medium,0.6,2022-04-05
NRCAN-A1803,2021-05-26,British Columbia,Open-pit,Cl,Small,3722.77,20,37.05,36.85,32.99,272,4.94,776,87.01,8.82,16,17.8,Medium,0.65,2022-11-11
NRCAN-A1804,2022-03-18,British Columbia,Open-pit,Au,Large,1610.72,1,44.57,6.18,25.05,268,7.41,722,14.79,8.39,17,16.4,Medium,0.7,2023-07-22
NRCAN-A1805,2024-06-08,British Columbia,Open-pit,Au,Large,4087.35,1,18.11,15.6,25.5,270,6.02,720,53.58,3.54,5,18.4,Low,0.5,2025-12-12
NRCAN-A1806,2024-03-29,British Columbia,Open-pit,So,Medium,3489.08,25,24.25,10.24,146.08,245,6.96,432,27.53,7.04,17,15.3,High,0.8,2025-07-01
NRCAN-A1807,2022-12-25,British Columbia,Underground,So,Medium,4631.61,1,46.52,59.23,35.49,407,2.43,569,50.73,6.56,6,25.5,Low,0.4,2025-01-28
NRCAN-A1808,2021-03-06,British Columbia,Open-pit,So,Small,3562.56,23,23.03,28.23,25.26,307,3.68,365,16.74,8.38,14,18.4,Medium,0.65,2022-09-09
NRCAN-A1809,2021-07-08,British Columbia,Open-pit,So,Major,2057.45,11,33.64,89.74,24.6,293,7.95,471,75.76,6.99,14,17.9,Medium,0.65,2022-12-27
NRCAN-A181,2025-04-25,British Columbia,Open-pit,"Ag,Au,Cu",Medium,64.35,28,35.27,16.23,51.64,135,3.79,845,64.31,8.6,3,24.8,Low,0.4,2027-05-09
NRCAN-A1810,2024-10-19,British Columbia,Underground,Ms,Small,3966.66,28,41.87,93.02,92.3,214,5.79,137,4.34,8.05,19,14.8,High,0.8,2026-01-06
NRCAN-A1811,2024-11-26,British Columbia,Open-pit,"Tr,Ls",Major,2048.24,12,48.76,33.27,11.86,146,4.29,502,94.76,7.47,5,15.2,Medium,0.55,2026-02-25
NRCAN-A1812,2023-03-26,British Columbia,Open-pit,"Au,Ag,Cu",Medium,3356.46,15,16.81,86.73,23.92,231,7.08,380,89.3,8.33,7,17.1,Medium,0.75,2024-08-20
NRCAN-A1813,2020-06-25,British Columbia,Open-pit,"Cu,Au,Ag",Medium,534.28,14,12.45,94.9,146.47,201,4.83,902,29.78,5.63,6,11.3,Medium,0.7,2021-05-30
NRCAN-A1814,2023-12-18,British Columbia,Underground,"Cu,Zn,Ag",Medium,4455.93,23,3.98,98.64,92.67,390,5.25,652,29.19,5.87,4,16.9,Medium,0.65,2025-05-07
NRCAN-A1815,2021-08-03,British Columbia,Open-pit,Ls,Large,2183.93,1,42.84,80.36,20.95,269,3.9,802,49.92,9.44,5,19.4,Medium,0.6,2023-03-08
NRCAN-A1816,2020-10-15,British Columbia,Open-pit,Ls,Small,4599.26,1,14.7,10.17,82.51,345,4.65,700,61.91,8.65,6,18.3,Medium,0.65,2022-04-17
NRCAN-A1817,2024-10-28,British Columbia,Open-pit,Fd,Medium,3538.02,6,2.58,5.54,36.14,213,7.2,862,29.1,8.07,8,17.8,Medium,0.7,2026-04-15
NRCAN-A1818,2023-05-26,British Columbia,Open-pit,Ls,Major,616.1,24,43.28,73.97,146.04,65,5.37,37,79.54,7.46,1,19.0,Medium,0.55,2024-12-16
NRCAN-A1819,2023-05-09,British Columbia,Underground,Au,Small,2900.19,23,25.54,89.7,58.32,178,3.39,745,7.85,3.03,15,22.8,Medium,0.5,2025-03-23
NRCAN-A182,2021-07-12,British Columbia,Underground,"Ag,Pb,Zn",Medium,4550.57,22,41.93,16.61,21.36,399,6.98,676,39.78,7.41,1,19.9,Medium,0.75,2023-03-01
NRCAN-A1820,2024-06-01,British Columbia,Underground,"Ag,Pb,Zn",Medium,4001.85,26,27.77,94.11,91.94,236,4.01,476,55.58,6.09,8,22.1,Medium,0.55,2026-03-26
NRCAN-A1821,2022-08-21,British Columbia,Underground,Au,Large,2095.72,3,15.76,61.02,20.6,268,5.98,581,79.97,8.72,5,17.5,Medium,0.6,2024-01-28
NRCAN-A1822,2023-11-07,British Columbia,Open-pit,Au,Major,4775.77,14,6.58,12.4,77.71,409,4.82,519,87.18,5.85,8,17.4,Medium,0.55,2025-04-12
NRCAN-A1823,2025-04-18,British Columbia,Open-pit,"Tc,Ni,Ag",Medium,1350.2,28,21.91,16.7,127.83,97,7.68,216,24.44,0.84,7,16.7,Medium,0.75,2026-09-01
NRCAN-A1824,2024-08-12,British Columbia,Underground,Au,Small,1881.79,27,1.42,6.6,51.86,275,8.41,68,24.11,7.57,7,18.6,Medium,0.7,2026-02-21
NRCAN-A1801,2023-03-01,British Columbia,Open-pit,Au,Major,4767.72,10,5.69,73.87,141.57,397,3.43,345,29.27,6.85,10,21.3,Medium,0.55,2024-11-29
NRCAN-A1800,2024-09-06,British Columbia,Open-pit,Au,Small,3199.62,22,14.53,10.81,38.49,334,5.31,514,12.81,5.05,19,16.5,Medium,0.7,2026-01-14
NRCAN-A180,2022-11-22,British Columbia,Open-pit,"Cu,Au,Ag",Major,637.3,15,47.88,18.22,96.89,62,5.72,202,78.63,8.41,0,13.8,Medium,0.55,2024-01-10
NRCAN-A18,2021-06-16,British Columbia,Open-pit,"Au,Ag,Zn",Small,3920.35,20,40.31,18.36,71.02,290,3.93,644,39.06,3.82,17,19.3,Medium,0.55,2023-01-16
NRCAN-A1776,2020-06-10,British Columbia,Underground,"Au,Ag,Cu",Medium,1160.79,18,38.98,93.4,98.5,149,3.34,520,21.47,5.19,17,23.5,Medium,0.5,2022-05-16
NRCAN-A1777,2025-08-18,British Columbia,Underground,"Au,Ag,Cu",Medium,4456.97,12,7.91,1.45,128.9,269,4.7,153,11.69,5.1,5,22.6,Low,0.45,2027-06-27
NRCAN-A1778,2020-12-08,British Columbia,Open-pit,"Au,Ag,Pb",Large,1031.55,21,23.4,38.75,53.05,129,8.57,882,8.38,8.54,4,13.3,Medium,0.8,2022-01-11
NRCAN-A1779,2021-04-02,British Columbia,Open-pit,Hg,Small,4397.41,11,36.42,11.34,79.14,305,4.57,460,98.87,7.88,11,15.6,Medium,0.65,2022-07-14
NRCAN-A178,2020-06-12,British Columbia,Open-pit,"Ag,Au,Pb",Large,2241.02,10,13.16,78.85,61.85,299,4.42,516,8.69,6.81,16,12.5,Medium,0.7,2021-06-22
NRCAN-A1780,2021-10-25,British Columbia,Underground,"Wo,Sb,Hg",Large,4672.66,29,1.75,74.71,6.37,297,10.0,621,43.35,7.65,9,14.1,High,0.9,2022-12-22
NRCAN-A1781,2021-12-30,British Columbia,Open-pit,"Wo,Sb,Hg",Medium,2046.38,23,20.96,75.43,112.97,297,7.58,785,51.11,3.23,7,19.7,Medium,0.65,2023-08-13
NRCAN-A1782,2021-09-01,British Columbia,Open-pit,Hg,Major,896.64,3,21.31,39.02,141.22,75,4.71,564,96.46,6.63,15,16.6,Medium,0.5,2023-01-12
NRCAN-A1783,2022-05-09,British Columbia,Open-pit,"Au,Ag,Pb",Large,2749.66,12,3.35,40.62,63.01,332,6.76,406,89.11,4.76,14,19.9,Medium,0.55,2023-12-27
NRCAN-A1784,2024-04-19,British Columbia,Open-pit,"Au,Ag,Cu",Large,2942.66,4,16.1,26.19,21.67,199,1.0,219,23.77,6.43,13,20.2,Medium,0.5,2025-12-16
NRCAN-A1785,2020-08-12,British Columbia,Open-pit,Au,Medium,3181.09,10,45.87,36.09,75.76,200,4.15,484,8.47,3.49,17,16.9,Medium,0.65,2021-12-31
NRCAN-A1786,2023-04-21,British Columbia,Underground,Au,Medium,2063.37,2,12.59,98.31,135.71,135,4.88,708,43.79,7.67,15,14.6,Medium,0.75,2024-07-02
NRCAN-A193,2022-03-13,British Columbia,Open-pit,"Gr,Ds,Bs",Large,3671.21,19,39.6,97.82,146.54,268,4.26,689,48.9,9.65,14,15.0,High,0.8,2023-06-06
NRCAN-A1787,2021-08-12,British Columbia,Open-pit,"Cu,Au,Mo",Major,252.52,12,28.5,4.66,90.87,82,4.47,828,10.09,4.3,7,17.3,Low,0.45,2023-01-13
NRCAN-A1789,2020-06-08,British Columbia,Open-pit,"Cu,Au,Ag",Medium,4665.82,11,43.12,78.99,82.98,369,6.64,467,70.38,6.34,6,19.6,Medium,0.55,2022-01-17
NRCAN-A179,2022-08-11,British Columbia,Open-pit,"Cu,Au,Ag",Medium,4788.22,14,32.71,38.23,49.03,319,4.88,227,94.38,5.5,3,23.6,Low,0.5,2024-07-19
NRCAN-A1790,2020-10-11,British Columbia,Open-pit,"Au,Ag,Cu",Small,2988.46,15,8.01,95.0,3.53,203,5.21,996,56.95,6.15,5,29.1,Low,0.4,2023-03-03
NRCAN-A1791,2023-02-05,British Columbia,Underground,"Cu,Au,Mo",Medium,109.24,14,7.23,33.21,137.05,204,4.74,673,36.44,3.06,14,6.9,Medium,0.7,2023-08-31
NRCAN-A1792,2023-09-09,British Columbia,Underground,"Au,Ag,Cu",Medium,539.13,26,27.92,84.98,119.17,88,4.51,77,50.06,6.26,10,19.7,Medium,0.5,2025-04-22
NRCAN-A1793,2023-09-10,British Columbia,Underground,"Au,Cu,Pb",Major,4171.61,29,2.42,81.51,138.61,290,6.77,174,16.08,8.3,9,14.6,High,0.8,2024-11-21
NRCAN-A1794,2021-08-15,British Columbia,Open-pit,"Hg,Sb",Large,4150.42,12,19.74,0.92,102.42,308,6.82,453,46.31,7.43,6,18.3,Medium,0.6,2023-02-15
NRCAN-A1795,2020-11-26,British Columbia,Open-pit,"Pe,Pz",Medium,4730.62,29,20.01,40.3,67.46,387,7.02,794,99.87,5.47,13,17.5,Medium,0.65,2022-05-05
NRCAN-A1796,2022-04-25,British Columbia,Underground,Au,Large,2823.23,2,9.9,28.06,73.98,180,5.5,897,69.05,9.31,5,18.5,Medium,0.55,2023-11-01
NRCAN-A1797,2024-07-06,British Columbia,Underground,"Au,Cu,Bi",Small,4320.44,23,15.12,47.96,30.69,276,5.49,8,6.24,5.28,4,20.3,Medium,0.65,2026-03-07
NRCAN-A1798,2025-04-16,British Columbia,Open-pit,"Au,Cu,Bi",Large,4126.19,2,16.56,46.28,57.94,405,4.84,202,72.57,5.69,19,19.3,Medium,0.55,2026-11-16
NRCAN-A1799,2021-07-31,British Columbia,Underground,"Pb,Zn,Ag",Medium,2951.21,1,0.69,90.55,24.58,314,7.17,309,10.07,4.72,14,16.5,Medium,0.65,2022-12-08
NRCAN-A1788,2022-08-12,British Columbia,Underground,"Cu,Mo,Au",Medium,3137.33,28,24.45,32.4,31.85,284,3.94,90,87.11,10.0,0,28.6,Low,0.45,2024-12-17
NRCAN-A1722,2022-09-23,British Columbia,Open-pit,"Fe,Ma,Cu",Large,1494.09,3,10.61,95.65,30.43,165,7.54,116,98.74,5.81,19,22.5,Medium,0.6,2024-07-29
NRCAN-A1930,2025-10-19,British Columbia,Open-pit,Au,Major,2263.88,6,14.42,63.39,119.98,165,7.73,700,86.14,2.32,9,15.9,Medium,0.6,2027-02-08
NRCAN-A1932,2023-05-30,British Columbia,Open-pit,Au,Medium,1555.56,17,38.05,37.44,139.85,274,7.65,739,37.12,7.62,0,11.6,High,0.85,2024-05-12
NRCAN-A2064,2025-01-27,British Columbia,Underground,"Au,Zn,Cu",Major,1638.28,17,46.6,38.46,51.79,208,1.0,337,39.75,3.36,6,19.0,Medium,0.55,2026-08-20
NRCAN-A2065,2021-12-22,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,367.54,4,13.37,95.67,42.14,71,8.52,793,93.98,6.75,10,14.7,Medium,0.6,2023-03-08
NRCAN-A2066,2023-01-11,British Columbia,Underground,"Ag,Pb,Zn",Medium,1469.99,19,3.07,13.29,3.02,138,3.64,24,99.48,10.0,19,33.4,Low,0.35,2025-10-09
NRCAN-A2067,2021-02-13,British Columbia,Open-pit,"Ag,Pb,Zn",Major,231.45,26,27.24,81.35,40.39,178,8.29,226,5.01,8.12,9,9.5,High,0.85,2021-11-25
NRCAN-A2068,2024-02-19,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,3634.36,20,26.13,65.04,57.72,370,3.6,245,83.06,5.63,9,29.6,Low,0.4,2026-07-26
NRCAN-A2069,2025-02-13,British Columbia,Underground,"Ag,Zn,Cu",Major,4491.0,13,15.65,79.15,43.54,338,6.34,358,48.03,10.0,16,11.0,High,0.8,2026-01-09
NRCAN-A207,2024-03-28,British Columbia,Open-pit,"Ag,Au",Major,3171.23,29,49.33,95.05,94.26,241,4.64,209,62.1,4.46,15,22.6,Medium,0.55,2026-02-04
NRCAN-A2070,2020-05-26,British Columbia,Underground,"Au,Ag,Cu",Major,3286.95,9,3.58,49.62,99.87,293,3.87,416,50.6,4.0,9,24.8,Low,0.4,2022-06-09
NRCAN-A2071,2021-05-26,British Columbia,Underground,"Ag,Pb,Zn",Small,2365.99,2,28.52,28.83,116.99,220,10.0,913,92.45,4.7,5,20.2,Medium,0.6,2023-01-22
NRCAN-A2072,2020-12-04,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,788.62,20,13.08,77.95,27.89,209,5.01,887,47.85,5.0,0,16.2,Medium,0.65,2022-04-04
NRCAN-A2073,2023-07-20,British Columbia,Open-pit,"Ag,Pb,Zn",Large,48.55,23,0.2,84.46,92.84,170,2.65,924,16.8,9.2,4,23.4,Low,0.4,2025-06-21
NRCAN-A2074,2023-07-02,British Columbia,Open-pit,"Ag,Pb,Zn",Large,1726.44,18,49.39,68.63,64.51,182,8.37,744,77.99,6.29,11,18.0,Medium,0.6,2024-12-23
NRCAN-A2075,2022-01-25,British Columbia,Open-pit,"Au,Ag,Bi",Large,3759.93,24,24.13,84.9,48.43,350,7.17,391,51.38,4.4,7,21.0,Medium,0.65,2023-10-17
NRCAN-A2076,2022-05-09,British Columbia,Underground,"Mo,Wo,Cu",Small,4802.55,26,42.87,73.03,72.42,286,8.62,944,11.71,4.63,5,17.4,Medium,0.75,2023-10-13
NRCAN-A2077,2025-06-30,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,2161.11,20,42.02,95.75,72.19,189,2.82,577,46.16,8.7,15,20.1,Medium,0.6,2027-02-23
NRCAN-A2078,2022-04-20,British Columbia,Open-pit,"Ag,Pb,Zn",Large,1833.3,25,40.63,57.07,95.91,116,3.7,451,68.74,5.75,9,26.7,Low,0.35,2024-06-29
NRCAN-A2079,2020-12-06,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,2235.33,17,23.0,38.05,83.88,275,6.25,334,29.58,4.77,2,18.9,Medium,0.65,2022-06-26
NRCAN-A208,2021-03-09,British Columbia,Open-pit,"Ag,Au,Pb",Medium,2144.6,7,44.81,68.05,94.69,302,4.77,199,91.2,4.63,5,18.5,Low,0.5,2022-09-15
NRCAN-A2080,2023-03-14,British Columbia,Open-pit,"Ag,Pb,Zn",Small,3133.14,17,18.43,6.91,147.07,276,4.33,93,85.0,6.71,1,27.0,Low,0.3,2025-06-01
NRCAN-A2081,2024-06-15,British Columbia,Underground,"Cu,Ag,Au",Small,3673.4,27,20.48,49.84,121.57,339,6.9,302,56.79,4.98,3,22.6,Low,0.5,2026-04-24
NRCAN-A2082,2025-01-01,British Columbia,Underground,"Cu,Mo,Au",Large,3926.94,10,12.86,77.34,43.81,282,3.06,632,5.44,6.26,6,21.4,Medium,0.55,2026-10-05
NRCAN-A2083,2024-04-13,British Columbia,Underground,"Ag,Au,Pb",Large,3251.53,27,22.46,16.9,80.02,279,3.1,166,58.33,5.64,11,26.4,Low,0.4,2026-06-14
NRCAN-A2084,2023-06-08,British Columbia,Underground,"Ag,Pb,Zn",Small,2194.24,25,49.33,40.04,34.4,185,6.09,215,41.56,6.09,9,18.8,Medium,0.65,2024-12-23
NRCAN-A2085,2022-04-12,British Columbia,Open-pit,"Pb,Zn,Ag",Medium,4751.02,14,28.7,35.03,77.83,379,3.54,872,72.41,7.58,12,16.3,Low,0.5,2023-08-14
NRCAN-A2086,2022-09-22,British Columbia,Underground,"Ag,Pb,Zn",Large,3557.99,28,41.57,33.5,106.81,234,4.57,703,26.7,4.27,18,14.9,Medium,0.7,2023-12-13
NRCAN-A2063,2022-03-24,British Columbia,Open-pit,"Ag,Pb,Au",Medium,1283.33,29,27.42,55.99,82.47,227,5.99,515,8.03,7.04,13,14.8,High,0.8,2023-06-11
NRCAN-A2087,2022-10-06,British Columbia,Open-pit,"Cu,Ag,Pb",Medium,2139.02,26,13.24,65.06,9.87,146,5.92,243,60.58,7.7,7,18.0,Medium,0.6,2024-03-29
NRCAN-A2062,2023-05-06,British Columbia,Open-pit,"Ag,Pb,Zn",Large,2412.22,17,36.2,49.08,48.68,222,5.83,800,0.73,4.52,17,15.8,Medium,0.7,2024-08-22
NRCAN-A2060,2021-03-16,British Columbia,Underground,"Cu,Ag,Au",Small,2884.01,7,49.36,77.42,88.98,290,3.81,940,43.68,8.49,7,18.2,Medium,0.65,2022-09-13
NRCAN-A2038,2024-05-06,British Columbia,Open-pit,Ls,Major,46.93,24,21.26,23.91,103.85,140,5.26,649,68.72,2.61,9,16.7,Medium,0.5,2025-09-19
NRCAN-A2039,2024-12-27,British Columbia,Open-pit,"Mo,Cu",Large,2512.08,25,12.48,78.97,52.74,215,4.16,188,40.23,6.05,17,18.4,Medium,0.7,2026-07-02
NRCAN-A204,2021-09-06,British Columbia,Underground,"Gs,Ae,Au",Small,814.46,27,11.99,15.35,116.22,56,8.61,295,74.52,2.5,17,13.4,Medium,0.6,2022-10-13
NRCAN-A2040,2020-10-15,British Columbia,Underground,Au,Small,4827.68,5,46.35,32.91,23.86,408,5.59,4,28.91,4.24,18,13.5,Medium,0.7,2021-11-24
NRCAN-A2041,2024-10-25,British Columbia,Open-pit,"Ni,Cr",Major,1026.45,26,11.81,63.76,3.5,224,4.79,781,23.2,4.99,12,26.3,Medium,0.6,2026-12-23
NRCAN-A2042,2021-05-08,British Columbia,Underground,"Zn,Ag,Au",Small,968.26,7,48.12,64.29,13.38,149,4.18,222,99.71,8.61,5,14.8,Medium,0.55,2022-07-26
NRCAN-A2043,2025-10-27,British Columbia,Underground,"Au,Ag,Zn",Large,170.51,10,10.59,4.81,144.92,141,8.17,88,15.77,7.01,0,14.8,Medium,0.6,2027-01-14
NRCAN-A2044,2024-06-24,British Columbia,Open-pit,"Ag,Pb,Zn",Medium,1655.8,13,19.28,7.26,80.69,183,4.29,709,98.14,6.07,17,23.5,Low,0.3,2026-05-30
NRCAN-A2045,2025-03-24,British Columbia,Underground,"Ag,Pb,Au",Small,130.32,20,0.71,65.54,91.05,72,5.7,331,92.65,8.59,18,23.5,Low,0.45,2027-02-27
NRCAN-A2046,2022-10-29,British Columbia,Open-pit,"Ag,Pb,Zn",Small,2499.44,15,45.17,95.32,145.05,237,6.96,450,71.47,0.21,15,21.2,Medium,0.55,2024-07-26
NRCAN-A2047,2025-07-03,British Columbia,Underground,"Au,Ag,Zn",Medium,2533.0,6,5.31,99.85,116.4,267,3.15,622,58.2,2.99,18,29.0,Low,0.4,2027-11-20
NRCAN-A2048,2021-01-08,British Columbia,Open-pit,"Au,Ag,Zn",Small,275.68,2,17.93,98.71,16.9,53,4.9,241,0.45,3.41,6,10.6,Medium,0.65,2021-11-22
NRCAN-A2049,2023-07-26,British Columbia,Open-pit,"Zn,Ag,Cu",Large,1207.91,4,42.14,35.16,63.27,171,5.95,150,63.53,8.62,5,15.6,Medium,0.55,2024-11-05
NRCAN-A205,2022-08-29,British Columbia,Open-pit,"Au,Ag,Cu",Large,4162.21,21,39.62,24.18,123.21,365,5.31,448,77.24,8.08,11,13.9,Medium,0.65,2023-10-20
NRCAN-A2050,2023-06-03,British Columbia,Underground,"Mo,Cu,Ag",Medium,2318.1,14,42.09,9.86,99.75,216,6.33,78,73.29,6.76,13,27.5,Low,0.35,2025-09-05
NRCAN-A2051,2020-09-16,British Columbia,Underground,"Cu,Ag,Au",Large,2178.7,25,45.71,32.58,32.36,148,5.65,752,17.21,9.44,6,14.6,Medium,0.75,2021-11-28
NRCAN-A2052,2025-10-13,British Columbia,Underground,"Cu,Ag,Au",Medium,3496.9,29,45.56,27.69,120.86,350,7.09,487,54.45,8.48,16,18.0,Medium,0.75,2027-04-06
NRCAN-A2053,2025-09-05,British Columbia,Underground,"Cu,Ag,Au",Medium,3577.26,25,38.55,57.68,83.83,316,3.36,588,55.02,7.94,12,23.2,Low,0.5,2027-08-02
NRCAN-A2054,2022-08-11,British Columbia,Open-pit,"Cu,Ag,Au",Medium,3812.19,24,29.16,36.88,118.25,320,6.45,421,65.29,4.51,19,22.5,Medium,0.55,2024-06-16
NRCAN-A2055,2022-06-06,British Columbia,Underground,"Mo,Cu",Medium,4154.11,29,28.12,23.15,93.97,341,5.47,653,83.09,7.69,4,20.0,Medium,0.6,2024-01-27
NRCAN-A2056,2025-02-22,British Columbia,Open-pit,"Cu,Ag",Major,1168.93,15,0.74,61.25,69.43,115,5.65,914,69.82,8.36,5,22.2,Low,0.4,2026-12-20
NRCAN-A2057,2021-10-29,British Columbia,Underground,"Fe,Mn,Su",Large,341.24,28,36.16,32.31,109.28,120,6.21,136,14.13,9.16,12,7.4,Medium,0.75,2022-06-08
NRCAN-A2058,2021-11-23,British Columbia,Open-pit,"Cu,Mo,Au",Medium,1907.52,14,11.41,35.36,129.85,167,3.24,347,1.9,7.03,9,20.6,Medium,0.6,2023-08-03
NRCAN-A2059,2024-08-07,British Columbia,Underground,"Mo,Cu,Pb",Large,4276.94,4,41.45,59.84,69.83,382,4.93,800,13.66,5.03,2,14.5,Medium,0.65,2025-10-16
